"FinancialYear","LocationCode","Dataset","DatasetQF","NumberOfAdmissions","NumberOfDischarges","NumberOfStays","NumberOfPatients","NumberOfHospitalResidents","NumberOfHospitalResidentsQF"
"2007/08","S116H","SMR01"," ",375,370,240,250,"",":"
"2007/08","S116H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","S116H","Total","d",375,370,240,250,"0"," "
"2007/08","S153V","SMR01"," ",0,0,0,0,"",":"
"2007/08","S153V","SMR04"," ",0,0,0,0,"0"," "
"2007/08","S153V","Total","d",0,0,0,0,"0"," "
"2007/08","S201H","SMR01"," ",10,10,10,10,"",":"
"2007/08","S201H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","S201H","Total","d",10,10,10,10,"0"," "
"2007/08","S209H","SMR01"," ",125,130,90,90,"",":"
"2007/08","S209H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","S209H","Total","d",125,130,90,90,"0"," "
"2007/08","S210H","SMR01"," ",5,5,5,5,"",":"
"2007/08","S210H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","S210H","Total","d",5,5,5,5,"0"," "
"2007/08","S214H","SMR01"," ",0,0,0,0,"",":"
"2007/08","S214H","SMR04"," ",110,120,110,95,"30"," "
"2007/08","S214H","Total","d",110,120,110,95,"30"," "
"2007/08","S217H","SMR01"," ",0,0,0,0,"",":"
"2007/08","S217H","SMR04"," ",2380,2370,2145,1780,"360"," "
"2007/08","S217H","Total","d",2380,2370,2145,1780,"360"," "
"2007/08","S225H","SMR01"," ",40,40,35,35,"",":"
"2007/08","S225H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","S225H","Total","d",40,40,35,35,"0"," "
"2007/08","S306H","SMR01"," ",0,0,0,0,"",":"
"2007/08","S306H","SMR04"," ",45,40,40,25,"30"," "
"2007/08","S306H","Total","d",45,40,40,25,"30"," "
"2007/08","S308H","SMR01"," ",470,470,430,365,"",":"
"2007/08","S308H","SMR04"," ",795,795,600,535,"85"," "
"2007/08","S308H","Total","d",1265,1260,1035,865,"85"," "
"2007/08","S310H","SMR01"," ",0,0,0,0,"",":"
"2007/08","S310H","SMR04"," ",20,25,20,25,"20"," "
"2007/08","S310H","Total","d",20,25,20,25,"20"," "
"2007/08","S312R","SMR01"," ",0,0,0,0,"",":"
"2007/08","S312R","SMR04"," ",25,20,20,20,"25"," "
"2007/08","S312R","Total","d",25,20,20,20,"25"," "
"2007/08","S313H","SMR01"," ",0,0,0,0,"",":"
"2007/08","S313H","SMR04"," ",5,5,5,5,"25"," "
"2007/08","S313H","Total","d",5,5,5,5,"25"," "
"2007/08","S314H","SMR01"," ",795,795,570,520,"",":"
"2007/08","S314H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","S314H","Total","d",795,795,570,520,"0"," "
"2007/08","S315H","SMR01"," ",0,0,0,0,"",":"
"2007/08","S315H","SMR04"," ",10,10,10,10,"25"," "
"2007/08","S315H","Total","d",10,10,10,10,"25"," "
"2007/08","S317H","SMR01"," ",0,0,0,0,"",":"
"2007/08","S317H","SMR04"," ",10,15,10,15,"0"," "
"2007/08","S317H","Total","d",10,15,10,15,"0"," "
"2007/08","T101H","SMR01"," ",245,245,235,210,"",":"
"2007/08","T101H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","T101H","Total","d",245,245,235,210,"0"," "
"2007/08","T105H","SMR01"," ",0,0,0,0,"",":"
"2007/08","T105H","SMR04"," ",0,5,5,5,"10"," "
"2007/08","T105H","Total","d",0,5,5,5,"10"," "
"2007/08","T107H","SMR01"," ",60,65,60,60,"",":"
"2007/08","T107H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","T107H","Total","d",60,65,60,60,"0"," "
"2007/08","T114H","SMR01"," ",0,0,0,0,"",":"
"2007/08","T114H","SMR04"," ",125,130,125,120,"85"," "
"2007/08","T114H","Total","d",125,130,125,120,"85"," "
"2007/08","T122H","SMR01"," ",0,0,0,0,"",":"
"2007/08","T122H","SMR04"," ",15,15,10,15,"5"," "
"2007/08","T122H","Total","d",15,15,10,15,"5"," "
"2007/08","T202H","SMR01"," ",145,145,140,130,"",":"
"2007/08","T202H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","T202H","Total","d",145,145,140,130,"0"," "
"2007/08","T205H","SMR01"," ",10,10,10,5,"",":"
"2007/08","T205H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","T205H","Total","d",10,10,10,5,"0"," "
"2007/08","T207H","SMR01"," ",0,0,0,0,"",":"
"2007/08","T207H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","T207H","Total","d",0,0,0,0,"0"," "
"2007/08","T208H","SMR01"," ",0,0,0,0,"",":"
"2007/08","T208H","SMR04"," ",20,20,15,15,"0"," "
"2007/08","T208H","Total","d",20,20,15,15,"0"," "
"2007/08","T209H","SMR01"," ",0,0,0,0,"",":"
"2007/08","T209H","SMR04"," ",30,30,30,30,"5"," "
"2007/08","T209H","Total","d",30,30,30,30,"5"," "
"2007/08","T215H","SMR01"," ",0,0,0,0,"",":"
"2007/08","T215H","SMR04"," ",660,670,605,515,"110"," "
"2007/08","T215H","Total","d",660,670,605,515,"110"," "
"2007/08","T304H","SMR01"," ",5,5,5,5,"",":"
"2007/08","T304H","SMR04"," ",10,15,15,10,"15"," "
"2007/08","T304H","Total","d",15,20,20,20,"15"," "
"2007/08","T305H","SMR01"," ",5,5,5,5,"",":"
"2007/08","T305H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","T305H","Total","d",5,5,5,5,"0"," "
"2007/08","T310H","SMR01"," ",5,5,5,5,"",":"
"2007/08","T310H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","T310H","Total","d",5,5,5,5,"0"," "
"2007/08","T311H","SMR01"," ",0,0,0,0,"",":"
"2007/08","T311H","SMR04"," ",725,730,710,580,"55"," "
"2007/08","T311H","Total","d",725,730,710,580,"55"," "
"2007/08","T312H","SMR01"," ",5,5,5,5,"",":"
"2007/08","T312H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","T312H","Total","d",5,5,5,5,"0"," "
"2007/08","T313H","SMR01"," ",10,10,10,10,"",":"
"2007/08","T313H","SMR04"," ",0,0,0,0,"5"," "
"2007/08","T313H","Total","d",10,10,10,10,"5"," "
"2007/08","T315S","SMR01"," ",0,0,0,0,"",":"
"2007/08","T315S","SMR04"," ",0,0,0,0,"0"," "
"2007/08","T315S","Total","d",0,0,0,0,"0"," "
"2007/08","T316H","SMR01"," ",10,15,15,10,"",":"
"2007/08","T316H","SMR04"," ",40,40,35,35,"10"," "
"2007/08","T316H","Total","d",50,50,45,45,"10"," "
"2007/08","T317H","SMR01"," ",0,0,0,0,"",":"
"2007/08","T317H","SMR04"," ",475,480,425,375,"55"," "
"2007/08","T317H","Total","d",475,480,425,375,"55"," "
"2007/08","T320H","SMR01"," ",0,0,0,0,"",":"
"2007/08","T320H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","T320H","Total","d",0,0,0,0,"0"," "
"2007/08","V102H","SMR01"," ",55,55,55,55,"",":"
"2007/08","V102H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","V102H","Total","d",55,55,55,55,"0"," "
"2007/08","V105H","SMR01"," ",0,0,0,0,"",":"
"2007/08","V105H","SMR04"," ",5,5,5,5,"15"," "
"2007/08","V105H","Total","d",5,5,5,5,"15"," "
"2007/08","V106H","SMR01"," ",0,0,0,0,"",":"
"2007/08","V106H","SMR04"," ",15,25,20,25,"55"," "
"2007/08","V106H","Total","d",15,25,20,25,"55"," "
"2007/08","V107H","SMR01"," ",0,0,0,0,"",":"
"2007/08","V107H","SMR04"," ",5,15,15,15,"10"," "
"2007/08","V107H","Total","d",5,15,15,15,"10"," "
"2007/08","V112H","SMR01"," ",0,0,0,0,"",":"
"2007/08","V112H","SMR04"," ",10,15,10,15,"5"," "
"2007/08","V112H","Total","d",10,15,10,15,"5"," "
"2007/08","V113H","SMR01"," ",0,0,0,0,"",":"
"2007/08","V113H","SMR04"," ",960,950,800,625,"80"," "
"2007/08","V113H","Total","d",960,950,800,625,"80"," "
"2007/08","V201H","SMR01"," ",245,240,180,205,"",":"
"2007/08","V201H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","V201H","Total","d",245,240,180,205,"0"," "
"2007/08","V202H","SMR01"," ",0,0,0,0,"",":"
"2007/08","V202H","SMR04"," ",45,75,50,70,"15"," "
"2007/08","V202H","Total","d",45,75,50,70,"15"," "
"2007/08","V204H","SMR01"," ",0,0,0,0,"",":"
"2007/08","V204H","SMR04"," ",5,5,5,5,"15"," "
"2007/08","V204H","Total","d",5,5,5,5,"15"," "
"2007/08","V211H","SMR01"," ",0,0,0,0,"",":"
"2007/08","V211H","SMR04"," ",90,65,50,55,"25"," "
"2007/08","V211H","Total","d",90,65,50,55,"25"," "
"2007/08","W106H","SMR01"," ",10,10,10,10,"",":"
"2007/08","W106H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","W106H","Total","d",10,10,10,10,"0"," "
"2007/08","W107H","SMR01"," ",100,95,95,75,"",":"
"2007/08","W107H","SMR04"," ",90,100,95,80,"20"," "
"2007/08","W107H","Total","d",190,195,190,155,"20"," "
"2007/08","W108H","SMR01"," ",50,50,50,40,"",":"
"2007/08","W108H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","W108H","Total","d",50,50,50,40,"0"," "
"2007/08","Y101H","SMR01"," ",5,5,5,5,"",":"
"2007/08","Y101H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","Y101H","Total","d",5,5,5,5,"0"," "
"2007/08","Y103H","SMR01"," ",0,0,0,0,"",":"
"2007/08","Y103H","SMR04"," ",565,560,525,440,"70"," "
"2007/08","Y103H","Total","d",565,560,525,440,"70"," "
"2007/08","Y104H","SMR01"," ",180,175,125,130,"",":"
"2007/08","Y104H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","Y104H","Total","d",180,175,125,130,"0"," "
"2007/08","Y106H","SMR01"," ",0,5,5,0,"",":"
"2007/08","Y106H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","Y106H","Total","d",0,5,5,0,"0"," "
"2007/08","Y107H","SMR01"," ",5,5,5,5,"",":"
"2007/08","Y107H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","Y107H","Total","d",5,5,5,5,"0"," "
"2007/08","Y108H","SMR01"," ",0,0,0,0,"",":"
"2007/08","Y108H","SMR04"," ",5,5,5,5,"0"," "
"2007/08","Y108H","Total","d",5,5,5,5,"0"," "
"2007/08","Y109H","SMR01"," ",5,5,5,5,"",":"
"2007/08","Y109H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","Y109H","Total","d",5,5,5,5,"0"," "
"2007/08","Y110H","SMR01"," ",10,10,10,10,"",":"
"2007/08","Y110H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","Y110H","Total","d",10,10,10,10,"0"," "
"2007/08","Y114H","SMR01"," ",0,0,0,0,"",":"
"2007/08","Y114H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","Y114H","Total","d",0,0,0,0,"0"," "
"2007/08","Y120H","SMR01"," ",0,0,0,0,"",":"
"2007/08","Y120H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","Y120H","Total","d",0,0,0,0,"0"," "
"2007/08","Y121V","SMR01"," ",5,5,5,5,"",":"
"2007/08","Y121V","SMR04"," ",5,10,10,10,"15"," "
"2007/08","Y121V","Total","d",10,15,15,15,"15"," "
"2007/08","Y129H","SMR01"," ",0,0,0,0,"",":"
"2007/08","Y129H","SMR04"," ",10,20,15,15,"0"," "
"2007/08","Y129H","Total","d",10,20,15,15,"0"," "
"2007/08","Y130H","SMR01"," ",0,0,0,0,"",":"
"2007/08","Y130H","SMR04"," ",10,10,10,10,"5"," "
"2007/08","Y130H","Total","d",10,10,10,10,"5"," "
"2007/08","Y134H","SMR01"," ",0,0,0,0,"",":"
"2007/08","Y134H","SMR04"," ",0,5,5,5,"5"," "
"2007/08","Y134H","Total","d",0,5,5,5,"5"," "
"2007/08","Y139H","SMR01"," ",0,0,0,0,"",":"
"2007/08","Y139H","SMR04"," ",10,10,10,10,"10"," "
"2007/08","Y139H","Total","d",10,10,10,10,"10"," "
"2007/08","Y144H","SMR01"," ",95,95,90,80,"",":"
"2007/08","Y144H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","Y144H","Total","d",95,95,90,80,"0"," "
"2007/08","Z102H","SMR01"," ",75,75,75,55,"",":"
"2007/08","Z102H","SMR04"," ",0,0,0,0,"0"," "
"2007/08","Z102H","Total","d",75,75,75,55,"0"," "
"2008/09","A101H","SMR01"," ",30,30,30,25,"",":"
"2008/09","A101H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","A101H","Total","d",30,30,30,25,"0"," "
"2008/09","A103H","SMR01"," ",0,0,0,0,"",":"
"2008/09","A103H","SMR04"," ",115,110,100,105,"20"," "
"2008/09","A103H","Total","d",115,115,105,105,"20"," "
"2008/09","A110H","SMR01"," ",5,5,5,5,"",":"
"2008/09","A110H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","A110H","Total","d",5,5,5,5,"0"," "
"2008/09","A111H","SMR01"," ",380,375,350,290,"",":"
"2008/09","A111H","SMR04"," ",680,690,650,555,"40"," "
"2008/09","A111H","Total","d",1055,1065,1000,805,"40"," "
"2008/09","A201H","SMR01"," ",0,0,0,0,"",":"
"2008/09","A201H","SMR04"," ",790,790,675,605,"165"," "
"2008/09","A201H","Total","d",790,790,675,605,"165"," "
"2008/09","A207H","SMR01"," ",30,35,35,30,"",":"
"2008/09","A207H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","A207H","Total","d",30,35,35,30,"0"," "
"2008/09","A208H","SMR01"," ",5,5,5,5,"",":"
"2008/09","A208H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","A208H","Total","d",5,5,5,5,"0"," "
"2008/09","A210H","SMR01"," ",340,340,325,265,"",":"
"2008/09","A210H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","A210H","Total","d",340,340,325,265,"0"," "
"2008/09","A211H","SMR01"," ",0,0,0,0,"",":"
"2008/09","A211H","SMR04"," ",0,15,0,15,"0"," "
"2008/09","A211H","Total","d",0,15,0,15,"0"," "
"2008/09","A215H","SMR01"," ",20,20,20,15,"",":"
"2008/09","A215H","SMR04"," ",20,25,25,20,"10"," "
"2008/09","A215H","Total","d",40,45,45,35,"10"," "
"2008/09","A227V","SMR01"," ",0,0,0,0,"",":"
"2008/09","A227V","SMR04"," ",0,0,0,0,"0"," "
"2008/09","A227V","Total","d",0,0,0,0,"0"," "
"2008/09","A240V","SMR01"," ",0,0,0,0,"",":"
"2008/09","A240V","SMR04"," ",10,10,10,10,"35"," "
"2008/09","A240V","Total","d",10,10,10,10,"35"," "
"2008/09","B103H","SMR01"," ",5,5,5,5,"",":"
"2008/09","B103H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","B103H","Total","d",5,5,5,5,"0"," "
"2008/09","B104H","SMR01"," ",0,0,0,0,"",":"
"2008/09","B104H","SMR04"," ",145,140,120,55,"25"," "
"2008/09","B104H","Total","d",145,140,120,55,"25"," "
"2008/09","B105H","SMR01"," ",10,10,10,10,"",":"
"2008/09","B105H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","B105H","Total","d",10,10,10,10,"0"," "
"2008/09","B114H","SMR01"," ",15,10,10,10,"",":"
"2008/09","B114H","SMR04"," ",10,20,20,15,"0"," "
"2008/09","B114H","Total","d",25,35,30,30,"0"," "
"2008/09","B118H","SMR01"," ",10,10,10,10,"",":"
"2008/09","B118H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","B118H","Total","d",10,10,10,10,"0"," "
"2008/09","B120H","SMR01"," ",260,265,240,205,"",":"
"2008/09","B120H","SMR04"," ",105,100,80,95,"15"," "
"2008/09","B120H","Total","d",365,365,320,290,"15"," "
"2008/09","B128H","SMR01"," ",0,0,0,0,"",":"
"2008/09","B128H","SMR04"," ",30,25,25,15,"15"," "
"2008/09","B128H","Total","d",30,25,25,15,"15"," "
"2008/09","B129H","SMR01"," ",0,0,0,0,"",":"
"2008/09","B129H","SMR04"," ",15,15,15,15,"10"," "
"2008/09","B129H","Total","d",15,15,15,15,"10"," "
"2008/09","B130H","SMR01"," ",0,0,0,0,"",":"
"2008/09","B130H","SMR04"," ",370,365,350,270,"25"," "
"2008/09","B130H","Total","d",370,365,350,270,"25"," "
"2008/09","C101H","SMR01"," ",0,0,0,0,"",":"
"2008/09","C101H","SMR04"," ",315,320,310,245,"65"," "
"2008/09","C101H","Total","d",315,320,310,245,"65"," "
"2008/09","C106H","SMR01"," ",100,100,95,80,"",":"
"2008/09","C106H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","C106H","Total","d",100,100,95,80,"0"," "
"2008/09","C108H","SMR01"," ",25,25,25,20,"",":"
"2008/09","C108H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","C108H","Total","d",25,25,25,20,"0"," "
"2008/09","C113H","SMR01"," ",35,35,35,30,"",":"
"2008/09","C113H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","C113H","Total","d",35,35,35,30,"0"," "
"2008/09","C114H","SMR01"," ",5,5,5,5,"",":"
"2008/09","C114H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","C114H","Total","d",5,5,5,5,"0"," "
"2008/09","C117J","SMR01"," ",10,10,10,5,"",":"
"2008/09","C117J","SMR04"," ",0,0,0,0,"0"," "
"2008/09","C117J","Total","d",10,10,10,5,"0"," "
"2008/09","C121H","SMR01"," ",110,110,100,90,"",":"
"2008/09","C121H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","C121H","Total","d",110,110,100,90,"0"," "
"2008/09","C122H","SMR01"," ",45,45,45,35,"",":"
"2008/09","C122H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","C122H","Total","d",45,45,45,35,"0"," "
"2008/09","C204H","SMR01"," ",0,0,0,0,"",":"
"2008/09","C204H","SMR04"," ",0,0,0,0,"5"," "
"2008/09","C204H","Total","d",0,0,0,0,"5"," "
"2008/09","C206H","SMR01"," ",150,155,130,115,"",":"
"2008/09","C206H","SMR04"," ",205,205,185,170,"25"," "
"2008/09","C206H","Total","d",355,360,315,280,"25"," "
"2008/09","C310H","SMR01"," ",0,0,0,0,"",":"
"2008/09","C310H","SMR04"," ",650,630,610,545,"105"," "
"2008/09","C310H","Total","d",650,630,610,545,"105"," "
"2008/09","C313H","SMR01"," ",400,405,325,285,"",":"
"2008/09","C313H","SMR04"," ",85,125,95,120,"0"," "
"2008/09","C313H","Total","d",490,530,420,395,"0"," "
"2008/09","C403H","SMR01"," ",0,0,0,0,"",":"
"2008/09","C403H","SMR04"," ",425,445,400,385,"125"," "
"2008/09","C403H","Total","d",425,445,400,385,"125"," "
"2008/09","C407H","SMR01"," ",0,0,0,0,"",":"
"2008/09","C407H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","C407H","Total","d",0,0,0,0,"0"," "
"2008/09","C418H","SMR01"," ",450,450,410,360,"",":"
"2008/09","C418H","SMR04"," ",360,395,315,325,"30"," "
"2008/09","C418H","Total","d",810,845,725,680,"30"," "
"2008/09","C419H","SMR01"," ",5,5,5,5,"",":"
"2008/09","C419H","SMR04"," ",105,100,60,90,"20"," "
"2008/09","C419H","Total","d",110,105,65,95,"20"," "
"2008/09","D101H","SMR01"," ",0,0,0,0,"",":"
"2008/09","D101H","SMR04"," ",115,135,30,95,"155"," "
"2008/09","D101H","Total","d",115,135,30,95,"155"," "
"2008/09","D102H","SMR01"," ",0,0,0,0,"",":"
"2008/09","D102H","SMR01"," ",0,0,0,0,"",":"
"2008/09","D102H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","D102H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","D102H","Total","d",0,0,0,0,"0"," "
"2008/09","D102H","Total","d",0,0,0,0,"0"," "
"2008/09","F701H","SMR01"," ",5,5,5,5,"",":"
"2008/09","F701H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","F701H","Total","d",5,5,5,5,"0"," "
"2008/09","F703H","SMR01"," ",0,0,0,0,"",":"
"2008/09","F703H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","F703H","Total","d",0,0,0,0,"0"," "
"2008/09","F704H","SMR01"," ",240,240,165,155,"",":"
"2008/09","F704H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","F704H","Total","d",240,240,165,155,"0"," "
"2008/09","F709H","SMR01"," ",5,5,5,5,"",":"
"2008/09","F709H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","F709H","Total","d",5,5,5,5,"0"," "
"2008/09","F711H","SMR01"," ",0,0,0,0,"",":"
"2008/09","F711H","SMR04"," ",580,585,530,450,"60"," "
"2008/09","F711H","Total","d",580,585,530,450,"60"," "
"2008/09","F712H","SMR01"," ",0,0,0,0,"",":"
"2008/09","F712H","SMR04"," ",400,410,355,315,"130"," "
"2008/09","F712H","Total","d",400,410,355,315,"130"," "
"2008/09","F716H","SMR01"," ",5,5,5,5,"",":"
"2008/09","F716H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","F716H","Total","d",5,5,5,5,"0"," "
"2008/09","F805H","SMR01"," ",325,330,210,195,"",":"
"2008/09","F805H","SMR04"," ",485,495,470,365,"80"," "
"2008/09","F805H","Total","d",810,820,685,545,"80"," "
"2008/09","F810H","SMR01"," ",15,15,15,15,"",":"
"2008/09","F810H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","F810H","Total","d",15,15,15,15,"0"," "
"2008/09","F821V","SMR01"," ",0,0,0,0,"",":"
"2008/09","F821V","SMR04"," ",0,0,0,0,"0"," "
"2008/09","F821V","Total","d",0,0,0,0,"0"," "
"2008/09","G107H","SMR01"," ",775,775,670,520,"",":"
"2008/09","G107H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","G107H","Total","d",775,775,670,520,"0"," "
"2008/09","G109H","SMR01"," ",5,5,5,5,"",":"
"2008/09","G109H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","G109H","Total","d",5,5,5,5,"0"," "
"2008/09","G111H","SMR01"," ",0,0,0,0,"",":"
"2008/09","G111H","SMR04"," ",745,745,695,620,"100"," "
"2008/09","G111H","Total","d",745,745,695,620,"100"," "
"2008/09","G207H","SMR01"," ",400,405,320,250,"",":"
"2008/09","G207H","SMR04"," ",980,985,955,825,"170"," "
"2008/09","G207H","Total","d",1385,1390,1275,1045,"170"," "
"2008/09","G302H","SMR01"," ",0,0,0,0,"",":"
"2008/09","G302H","SMR04"," ",1560,1585,1435,1245,"230"," "
"2008/09","G302H","Total","d",1560,1585,1435,1245,"230"," "
"2008/09","G306H","SMR01"," ",600,600,400,370,"",":"
"2008/09","G306H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","G306H","Total","d",600,600,400,370,"0"," "
"2008/09","G307H","SMR01"," ",90,95,75,80,"",":"
"2008/09","G307H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","G307H","Total","d",90,95,75,80,"0"," "
"2008/09","G315V","SMR01"," ",0,0,0,0,"",":"
"2008/09","G315V","SMR04"," ",10,15,10,15,"35"," "
"2008/09","G315V","Total","d",10,15,10,15,"35"," "
"2008/09","G317V","SMR01"," ",0,0,0,0,"",":"
"2008/09","G317V","SMR04"," ",5,0,0,0,"20"," "
"2008/09","G317V","Total","d",5,0,0,0,"20"," "
"2008/09","G323V","SMR01"," ",0,0,0,0,"",":"
"2008/09","G323V","SMR04"," ",5,10,10,10,"0"," "
"2008/09","G323V","Total","d",5,10,10,10,"0"," "
"2008/09","G405H","SMR01"," ",500,500,305,275,"",":"
"2008/09","G405H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","G405H","Total","d",500,500,305,275,"0"," "
"2008/09","G424V","SMR01"," ",0,0,0,0,"",":"
"2008/09","G424V","SMR04"," ",30,25,20,20,"50"," "
"2008/09","G424V","Total","d",30,25,20,20,"50"," "
"2008/09","G505H","SMR01"," ",0,0,0,0,"",":"
"2008/09","G505H","SMR04"," ",1040,1055,985,785,"175"," "
"2008/09","G505H","Total","d",1040,1055,985,785,"175"," "
"2008/09","G513H","SMR01"," ",30,30,30,30,"",":"
"2008/09","G513H","SMR04"," ",10,10,10,10,"5"," "
"2008/09","G513H","Total","d",40,40,40,35,"5"," "
"2008/09","G516H","SMR01"," ",595,600,475,400,"",":"
"2008/09","G516H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","G516H","Total","d",595,600,475,400,"0"," "
"2008/09","G541V","SMR01"," ",0,0,0,0,"",":"
"2008/09","G541V","SMR04"," ",25,35,35,20,"35"," "
"2008/09","G541V","Total","d",25,35,35,20,"35"," "
"2008/09","G557V","SMR01"," ",0,0,0,0,"",":"
"2008/09","G557V","SMR04"," ",0,0,0,0,"5"," "
"2008/09","G557V","Total","d",0,0,0,0,"5"," "
"2008/09","G612H","SMR01"," ",0,0,0,0,"",":"
"2008/09","G612H","SMR04"," ",105,80,15,30,"50"," "
"2008/09","G612H","Total","d",105,80,15,30,"50"," "
"2008/09","G613H","SMR01"," ",0,0,0,0,"",":"
"2008/09","G613H","SMR04"," ",10,0,0,0,"5"," "
"2008/09","G613H","Total","d",10,0,0,0,"5"," "
"2008/09","H101H","SMR01"," ",20,20,20,20,"",":"
"2008/09","H101H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","H101H","Total","d",20,20,20,20,"0"," "
"2008/09","H103H","SMR01"," ",115,115,100,85,"",":"
"2008/09","H103H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","H103H","Total","d",115,115,100,85,"0"," "
"2008/09","H104H","SMR01"," ",5,5,5,5,"",":"
"2008/09","H104H","SMR04"," ",35,35,35,30,"5"," "
"2008/09","H104H","Total","d",40,45,40,35,"5"," "
"2008/09","H106H","SMR01"," ",25,25,25,20,"",":"
"2008/09","H106H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","H106H","Total","d",25,25,25,20,"0"," "
"2008/09","H108H","SMR01"," ",5,5,5,5,"",":"
"2008/09","H108H","SMR04"," ",30,35,35,30,"10"," "
"2008/09","H108H","Total","d",35,40,40,35,"10"," "
"2008/09","H201H","SMR01"," ",10,10,10,10,"",":"
"2008/09","H201H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","H201H","Total","d",10,10,10,10,"0"," "
"2008/09","H202H","SMR01"," ",445,450,305,280,"",":"
"2008/09","H202H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","H202H","Total","d",445,450,305,280,"0"," "
"2008/09","H208H","SMR01"," ",10,15,15,15,"",":"
"2008/09","H208H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","H208H","Total","d",10,15,15,15,"0"," "
"2008/09","H210H","SMR01"," ",10,10,10,10,"",":"
"2008/09","H210H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","H210H","Total","d",10,10,10,10,"0"," "
"2008/09","H211H","SMR01"," ",5,5,5,5,"",":"
"2008/09","H211H","SMR04"," ",35,30,30,25,"10"," "
"2008/09","H211H","Total","d",40,40,35,30,"10"," "
"2008/09","H212H","SMR01"," ",25,25,25,25,"",":"
"2008/09","H212H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","H212H","Total","d",25,25,25,25,"0"," "
"2008/09","H213H","SMR01"," ",5,5,5,0,"",":"
"2008/09","H213H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","H213H","Total","d",5,5,5,0,"0"," "
"2008/09","H214H","SMR01"," ",75,75,75,65,"",":"
"2008/09","H214H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","H214H","Total","d",75,75,75,65,"0"," "
"2008/09","H215H","SMR01"," ",40,40,40,30,"",":"
"2008/09","H215H","SMR04"," ",0,0,0,0,"0"," "
"2008/09","H215H","Total","d",40,40,40,30,"0"," "
